person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_5326,Z_C1,2025-03-11 17:24:22,2025-03-11 17:24:35,13,M,senior,2025-03-11,17
P_5282,Z_C2,2025-03-11 17:15:41,2025-03-11 17:16:00,19,M,young_adult,2025-03-11,17
P_5282,Z_C2,2025-03-11 17:16:03,2025-03-11 17:16:35,64,M,young_adult,2025-03-11,17
P_5282,Z_C3,2025-03-11 17:16:47,2025-03-11 17:17:12,25,M,young_adult,2025-03-11,17
P_5282,Z_N3,2025-03-11 17:17:43,2025-03-11 17:18:26,43,M,young_adult,2025-03-11,17
P_5282,Z_S3,2025-03-11 17:19:13,2025-03-11 17:20:03,50,M,young_adult,2025-03-11,17
P_5282,Z_N3,2025-03-11 17:23:15,2025-03-11 17:24:45,90,M,young_adult,2025-03-11,17
P_5320,Z_E2,2025-03-11 17:21:54,2025-03-11 17:22:02,8,M,teenager,2025-03-11,17
P_5320,Z_C2,2025-03-11 17:23:14,2025-03-11 17:23:38,24,M,teenager,2025-03-11,17
P_5320,Z_C3,2025-03-11 17:24:11,2025-03-11 17:24:45,34,M,teenager,2025-03-11,17
P_5362,Z_E2,2025-03-11 17:29:38,2025-03-11 17:29:52,17,F,middle_aged,2025-03-11,17
P_5367,Z_E1,2025-03-11 17:30:19,2025-03-11 17:30:38,19,M,adult,2025-03-11,17
P_5337,Z_E1,2025-03-11 17:25:40,2025-03-11 17:25:47,7,M,child,2025-03-11,17
P_5232,Z_N6,2025-03-11 17:08:41,2025-03-11 17:13:33,618,F,middle_aged,2025-03-11,17
P_5232,Z_N9,2025-03-11 17:14:51,2025-03-11 17:18:13,385,F,middle_aged,2025-03-11,17
P_5232,Z_N6,2025-03-11 17:19:20,2025-03-11 17:20:42,82,F,middle_aged,2025-03-11,17
P_5232,Z_S6,2025-03-11 17:22:23,2025-03-11 17:25:50,207,F,middle_aged,2025-03-11,17
P_5269,Z_S7,2025-03-11 17:14:03,2025-03-11 17:17:37,214,M,child,2025-03-11,17
P_5269,Z_N9,2025-03-11 17:19:20,2025-03-11 17:21:34,242,M,child,2025-03-11,17
P_5269,Z_N9,2025-03-11 17:24:01,2025-03-11 17:26:09,128,M,child,2025-03-11,17
P_5354,Z_CK,2025-03-11 17:28:32,2025-03-11 17:31:27,175,F,child,2025-03-11,17
P_5292,Z_E1,2025-03-11 17:17:23,2025-03-11 17:17:29,6,F,teenager,2025-03-11,17
P_5292,Z_C1,2025-03-11 17:17:49,2025-03-11 17:18:11,22,F,teenager,2025-03-11,17
P_5292,Z_C1,2025-03-11 17:22:31,2025-03-11 17:22:57,26,F,teenager,2025-03-11,17
P_5292,Z_C2,2025-03-11 17:25:48,2025-03-11 17:25:57,9,F,teenager,2025-03-11,17
P_5292,Z_C1,2025-03-11 17:26:18,2025-03-11 17:26:38,20,F,teenager,2025-03-11,17
P_5216,Z_S3,2025-03-11 17:02:54,2025-03-11 17:05:27,153,M,adult,2025-03-11,17
P_5216,Z_N3,2025-03-11 17:06:31,2025-03-11 17:09:16,165,M,adult,2025-03-11,17
P_5216,Z_S3,2025-03-11 17:10:58,2025-03-11 17:14:21,203,M,adult,2025-03-11,17
P_5216,Z_N3,2025-03-11 17:16:12,2025-03-11 17:20:53,281,M,adult,2025-03-11,17
P_5216,Z_C3,2025-03-11 17:22:53,2025-03-11 17:23:04,11,M,adult,2025-03-11,17
P_5216,Z_C2,2025-03-11 17:25:56,2025-03-11 17:26:06,10,M,adult,2025-03-11,17
P_5216,Z_C1,2025-03-11 17:26:20,2025-03-11 17:26:39,23,M,adult,2025-03-11,17
P_5216,Z_CK,2025-03-11 17:27:50,2025-03-11 17:31:40,54,M,adult,2025-03-11,17
P_5314,Z_N6,2025-03-11 17:21:06,2025-03-11 17:21:56,50,M,teenager,2025-03-11,17
P_5314,Z_N9,2025-03-11 17:24:04,2025-03-11 17:26:41,157,M,teenager,2025-03-11,17
P_5373,Z_E1,2025-03-11 17:31:38,2025-03-11 17:31:50,12,F,adult,2025-03-11,17
P_5287,Z_N7,2025-03-11 17:16:34,2025-03-11 17:19:20,166,F,child,2025-03-11,17
P_5287,Z_S4,2025-03-11 17:21:30,2025-03-11 17:22:45,75,F,child,2025-03-11,17
P_5287,Z_N7,2025-03-11 17:23:10,2025-03-11 17:25:15,125,F,child,2025-03-11,17
P_5287,Z_N10,2025-03-11 17:26:25,2025-03-11 17:26:58,33,F,child,2025-03-11,17
P_5318,Z_C1,2025-03-11 17:21:55,2025-03-11 17:22:21,26,F,middle_aged,2025-03-11,17
P_5318,Z_C2,2025-03-11 17:22:37,2025-03-11 17:23:08,11,F,middle_aged,2025-03-11,17
P_5318,Z_C1,2025-03-11 17:23:19,2025-03-11 17:23:31,12,F,middle_aged,2025-03-11,17
P_5318,Z_C2,2025-03-11 17:25:36,2025-03-11 17:25:59,23,F,middle_aged,2025-03-11,17
P_5318,Z_C3,2025-03-11 17:26:30,2025-03-11 17:27:00,49,F,middle_aged,2025-03-11,17
P_5375,Z_E1,2025-03-11 17:32:05,2025-03-11 17:32:15,17,F,adult,2025-03-11,17
P_5340,Z_C1,2025-03-11 17:26:07,2025-03-11 17:26:39,32,F,middle_aged,2025-03-11,17
P_5340,Z_C1,2025-03-11 17:26:46,2025-03-11 17:27:19,33,F,middle_aged,2025-03-11,17
P_5227,Z_S4,2025-03-11 17:04:54,2025-03-11 17:09:25,271,F,middle_aged,2025-03-11,17
P_5227,Z_N10,2025-03-11 17:13:51,2025-03-11 17:18:46,295,F,middle_aged,2025-03-11,17
P_5227,Z_N8,2025-03-11 17:20:39,2025-03-11 17:22:28,109,F,middle_aged,2025-03-11,17
P_5227,Z_N5,2025-03-11 17:23:17,2025-03-11 17:25:56,159,F,middle_aged,2025-03-11,17
P_5227,Z_N2,2025-03-11 17:27:26,2025-03-11 17:27:28,321,F,middle_aged,2025-03-11,17
P_5356,Z_E2,2025-03-11 17:28:44,2025-03-11 17:28:53,9,M,teenager,2025-03-11,17
P_5356,Z_E2,2025-03-11 17:32:28,2025-03-11 17:32:45,17,M,teenager,2025-03-11,17
P_5302,Z_S2,2025-03-11 17:19:17,2025-03-11 17:22:03,166,F,young_adult,2025-03-11,17
P_5302,Z_N2,2025-03-11 17:22:49,2025-03-11 17:26:00,191,F,young_adult,2025-03-11,17
P_5302,Z_C2,2025-03-11 17:28:39,2025-03-11 17:28:59,20,F,young_adult,2025-03-11,17
P_5302,Z_C3,2025-03-11 17:29:20,2025-03-11 17:29:43,23,F,young_adult,2025-03-11,17
P_5302,Z_CK,2025-03-11 17:30:26,2025-03-11 17:32:53,147,F,young_adult,2025-03-11,17
P_5382,Z_E1,2025-03-11 17:32:54,2025-03-11 17:33:08,14,M,middle_aged,2025-03-11,17
P_5385,Z_E1,2025-03-11 17:33:05,2025-03-11 17:33:22,17,F,young_adult,2025-03-11,17
P_5265,Z_E1,2025-03-11 17:13:41,2025-03-11 17:13:51,10,F,child,2025-03-11,17
P_5265,Z_C1,2025-03-11 17:14:20,2025-03-11 17:14:29,9,F,child,2025-03-11,17
P_5265,Z_C2,2025-03-11 17:14:56,2025-03-11 17:15:10,14,F,child,2025-03-11,17
P_5265,Z_C3,2025-03-11 17:15:43,2025-03-11 17:16:08,25,F,child,2025-03-11,17
P_5265,Z_C2,2025-03-11 17:17:50,2025-03-11 17:18:21,31,F,child,2025-03-11,17
P_5265,Z_C3,2025-03-11 17:18:44,2025-03-11 17:19:11,27,F,child,2025-03-11,17
P_5265,Z_C2,2025-03-11 17:19:44,2025-03-11 17:20:18,34,F,child,2025-03-11,17
P_5265,Z_C1,2025-03-11 17:20:35,2025-03-11 17:20:58,23,F,child,2025-03-11,17
P_5265,Z_C2,2025-03-11 17:22:58,2025-03-11 17:23:11,13,F,child,2025-03-11,17
P_5265,Z_C3,2025-03-11 17:23:25,2025-03-11 17:23:34,9,F,child,2025-03-11,17
P_5265,Z_C2,2025-03-11 17:27:21,2025-03-11 17:27:35,14,F,child,2025-03-11,17
P_5265,Z_C1,2025-03-11 17:28:06,2025-03-11 17:28:23,17,F,child,2025-03-11,17
P_5330,Z_N10,2025-03-11 17:24:58,2025-03-11 17:28:24,206,M,teenager,2025-03-11,17
P_5366,Z_N2,2025-03-11 17:30:05,2025-03-11 17:32:09,124,F,young_adult,2025-03-11,17
P_5366,Z_E2,2025-03-11 17:33:13,2025-03-11 17:33:27,14,F,young_adult,2025-03-11,17
P_5328,Z_N8,2025-03-11 17:24:51,2025-03-11 17:28:29,218,F,senior,2025-03-11,17
P_5300,Z_S1,2025-03-11 17:19:15,2025-03-11 17:22:11,176,F,adult,2025-03-11,17
P_5300,Z_S1,2025-03-11 17:22:43,2025-03-11 17:27:39,296,F,adult,2025-03-11,17
P_5300,Z_N1,2025-03-11 17:31:41,2025-03-11 17:33:18,97,F,adult,2025-03-11,17
P_5300,Z_E1,2025-03-11 17:34:28,2025-03-11 17:34:40,12,F,adult,2025-03-11,17
P_5345,Z_S3,2025-03-11 17:26:47,2025-03-11 17:28:00,73,F,teenager,2025-03-11,17
P_5345,Z_S3,2025-03-11 17:29:50,2025-03-11 17:29:53,55,F,teenager,2025-03-11,17
P_5363,Z_E2,2025-03-11 17:29:46,2025-03-11 17:29:55,9,F,middle_aged,2025-03-11,17
P_5333,Z_N8,2025-03-11 17:25:11,2025-03-11 17:28:47,216,M,middle_aged,2025-03-11,17
P_5333,Z_N7,2025-03-11 17:30:00,2025-03-11 17:30:05,317,M,middle_aged,2025-03-11,17
P_5379,Z_CK,2025-03-11 17:32:45,2025-03-11 17:35:09,144,M,teenager,2025-03-11,17
P_5396,Z_E1,2025-03-11 17:35:25,2025-03-11 17:35:43,18,M,teenager,2025-03-11,17
P_5365,Z_S3,2025-03-11 17:30:01,2025-03-11 17:30:45,293,M,teenager,2025-03-11,17
P_5371,Z_E1,2025-03-11 17:30:56,2025-03-11 17:31:05,9,F,young_adult,2025-03-11,17
P_5371,Z_C1,2025-03-11 17:31:14,2025-03-11 17:31:27,13,F,young_adult,2025-03-11,17
P_5371,Z_C2,2025-03-11 17:34:19,2025-03-11 17:34:40,21,F,young_adult,2025-03-11,17
P_5371,Z_CK,2025-03-11 17:35:13,2025-03-11 17:36:00,47,F,young_adult,2025-03-11,17
P_5398,Z_E2,2025-03-11 17:35:49,2025-03-11 17:36:02,13,F,young_adult,2025-03-11,17
P_5364,Z_C2,2025-03-11 17:29:52,2025-03-11 17:30:27,35,M,senior,2025-03-11,17
P_5364,Z_C3,2025-03-11 17:30:41,2025-03-11 17:31:12,31,M,senior,2025-03-11,17
P_5350,Z_S2,2025-03-11 17:27:49,2025-03-11 17:31:16,207,M,adult,2025-03-11,17
P_5374,Z_E2,2025-03-11 17:31:46,2025-03-11 17:31:52,6,F,child,2025-03-11,17
P_5351,Z_N7,2025-03-11 17:28:11,2025-03-11 17:31:57,226,F,adult,2025-03-11,17
P_5402,Z_E2,2025-03-11 17:36:57,2025-03-11 17:37:09,12,M,teenager,2025-03-11,17
P_5403,Z_E2,2025-03-11 17:37:04,2025-03-11 17:37:20,16,M,young_adult,2025-03-11,17
P_5372,Z_S3,2025-03-11 17:31:37,2025-03-11 17:32:42,65,F,young_adult,2025-03-11,17
P_5409,Z_E1,2025-03-11 17:37:37,2025-03-11 17:37:56,19,M,young_adult,2025-03-11,17
P_5376,Z_E1,2025-03-11 17:32:06,2025-03-11 17:32:22,16,F,adult,2025-03-11,17
P_5376,Z_C1,2025-03-11 17:32:51,2025-03-11 17:33:12,45,F,adult,2025-03-11,17
P_5386,Z_E2,2025-03-11 17:33:17,2025-03-11 17:33:26,9,F,adult,2025-03-11,17
P_5386,Z_E2,2025-03-11 17:38:00,2025-03-11 17:38:16,16,F,adult,2025-03-11,17
P_5384,Z_C1,2025-03-11 17:33:04,2025-03-11 17:33:28,24,F,adult,2025-03-11,17
P_5387,Z_E1,2025-03-11 17:33:18,2025-03-11 17:33:28,10,F,middle_aged,2025-03-11,17
P_5377,Z_E1,2025-03-11 17:32:12,2025-03-11 17:32:20,8,M,young_adult,2025-03-11,17
P_5377,Z_C1,2025-03-11 17:32:35,2025-03-11 17:32:51,16,M,young_adult,2025-03-11,17
P_5377,Z_C2,2025-03-11 17:33:06,2025-03-11 17:33:36,30,M,young_adult,2025-03-11,17
P_5377,Z_C3,2025-03-11 17:33:54,2025-03-11 17:34:16,22,M,young_adult,2025-03-11,17
P_5377,Z_C3,2025-03-11 17:34:59,2025-03-11 17:35:18,19,M,young_adult,2025-03-11,17
P_5377,Z_CK,2025-03-11 17:35:39,2025-03-11 17:39:00,201,M,young_adult,2025-03-11,17
P_5369,Z_S1,2025-03-11 17:30:31,2025-03-11 17:34:06,215,F,senior,2025-03-11,17
P_5415,Z_E2,2025-03-11 17:39:12,2025-03-11 17:39:24,12,M,young_adult,2025-03-11,17
P_5360,Z_C2,2025-03-11 17:33:33,2025-03-11 17:34:04,31,F,middle_aged,2025-03-11,17
P_5360,Z_C3,2025-03-11 17:34:30,2025-03-11 17:34:45,15,F,middle_aged,2025-03-11,17
P_5391,Z_S6,2025-03-11 17:34:03,2025-03-11 17:34:45,42,F,young_adult,2025-03-11,17
P_5416,Z_E2,2025-03-11 17:39:39,2025-03-11 17:39:54,15,F,middle_aged,2025-03-11,17
P_5321,Z_S5,2025-03-11 17:23:55,2025-03-11 17:25:08,73,F,middle_aged,2025-03-11,17
P_5321,Z_N10,2025-03-11 17:25:44,2025-03-11 17:26:22,38,F,middle_aged,2025-03-11,17
P_5321,Z_S4,2025-03-11 17:28:47,2025-03-11 17:29:48,61,F,middle_aged,2025-03-11,17
P_5321,Z_N4,2025-03-11 17:31:38,2025-03-11 17:32:46,68,F,middle_aged,2025-03-11,17
P_5321,Z_N5,2025-03-11 17:33:11,2025-03-11 17:35:06,115,F,middle_aged,2025-03-11,17
P_5397,Z_N9,2025-03-11 17:35:32,2025-03-11 17:35:33,400,F,senior,2025-03-11,17
P_5334,Z_N5,2025-03-11 17:25:18,2025-03-11 17:26:46,88,F,young_adult,2025-03-11,17
P_5334,Z_S5,2025-03-11 17:29:43,2025-03-11 17:30:08,25,F,young_adult,2025-03-11,17
P_5334,Z_S5,2025-03-11 17:34:00,2025-03-11 17:35:50,110,F,young_adult,2025-03-11,17
P_5342,Z_C1,2025-03-11 17:26:27,2025-03-11 17:26:33,12,F,adult,2025-03-11,17
P_5342,Z_C2,2025-03-11 17:26:53,2025-03-11 17:27:25,32,F,adult,2025-03-11,17
P_5342,Z_C3,2025-03-11 17:27:36,2025-03-11 17:27:48,12,F,adult,2025-03-11,17
P_5342,Z_C2,2025-03-11 17:32:27,2025-03-11 17:32:55,43,F,adult,2025-03-11,17
P_5342,Z_C1,2025-03-11 17:33:28,2025-03-11 17:33:51,23,F,adult,2025-03-11,17
P_5342,Z_C2,2025-03-11 17:34:23,2025-03-11 17:35:26,64,F,adult,2025-03-11,17
P_5342,Z_C1,2025-03-11 17:35:42,2025-03-11 17:36:01,19,F,adult,2025-03-11,17
P_5316,Z_N10,2025-03-11 17:21:19,2025-03-11 17:22:39,80,F,young_adult,2025-03-11,17
P_5316,Z_S6,2025-03-11 17:24:59,2025-03-11 17:28:58,239,F,young_adult,2025-03-11,17
P_5316,Z_N6,2025-03-11 17:33:17,2025-03-11 17:36:10,173,F,young_adult,2025-03-11,17
P_5399,Z_C1,2025-03-11 17:35:52,2025-03-11 17:36:03,11,F,teenager,2025-03-11,17
P_5399,Z_CK,2025-03-11 17:36:27,2025-03-11 17:41:15,288,F,teenager,2025-03-11,17
P_5424,Z_E2,2025-03-11 17:41:09,2025-03-11 17:41:20,11,F,middle_aged,2025-03-11,17
P_5380,Z_N5,2025-03-11 17:36:17,2025-03-11 17:36:21,348,M,middle_aged,2025-03-11,17
P_5414,Z_C3,2025-03-11 17:39:06,2025-03-11 17:39:26,20,M,young_adult,2025-03-11,17
P_5414,Z_C3,2025-03-11 17:39:48,2025-03-11 17:40:01,13,M,young_adult,2025-03-11,17
P_5414,Z_CK,2025-03-11 17:40:47,2025-03-11 17:41:34,47,M,young_adult,2025-03-11,17
P_5427,Z_E2,2025-03-11 17:41:46,2025-03-11 17:41:58,12,F,teenager,2025-03-11,17
P_5343,Z_E2,2025-03-11 17:26:37,2025-03-11 17:26:44,7,F,adult,2025-03-11,17
P_5343,Z_C2,2025-03-11 17:27:40,2025-03-11 17:27:50,10,F,adult,2025-03-11,17
P_5343,Z_C1,2025-03-11 17:28:05,2025-03-11 17:28:26,21,F,adult,2025-03-11,17
P_5343,Z_C1,2025-03-11 17:32:00,2025-03-11 17:32:24,24,F,adult,2025-03-11,17
P_5343,Z_C2,2025-03-11 17:32:40,2025-03-11 17:32:55,15,F,adult,2025-03-11,17
P_5343,Z_C1,2025-03-11 17:34:51,2025-03-11 17:35:06,15,F,adult,2025-03-11,17
P_5343,Z_C2,2025-03-11 17:35:30,2025-03-11 17:36:02,32,F,adult,2025-03-11,17
P_5343,Z_C3,2025-03-11 17:36:29,2025-03-11 17:37:01,32,F,adult,2025-03-11,17
P_5361,Z_N4,2025-03-11 17:29:35,2025-03-11 17:30:58,83,F,teenager,2025-03-11,17
P_5361,Z_N7,2025-03-11 17:35:11,2025-03-11 17:37:11,120,F,teenager,2025-03-11,17
P_5429,Z_E1,2025-03-11 17:42:04,2025-03-11 17:42:19,15,M,young_adult,2025-03-11,17
P_5431,Z_E2,2025-03-11 17:42:09,2025-03-11 17:42:24,15,F,adult,2025-03-11,17
P_5406,Z_N2,2025-03-11 17:37:23,2025-03-11 17:37:25,251,M,young_adult,2025-03-11,17
P_5381,Z_S3,2025-03-11 17:32:50,2025-03-11 17:33:33,43,M,adult,2025-03-11,17
P_5381,Z_S3,2025-03-11 17:34:06,2025-03-11 17:37:46,220,M,adult,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:18:41,2025-03-11 17:18:51,21,M,middle_aged,2025-03-11,17
P_5297,Z_C1,2025-03-11 17:19:05,2025-03-11 17:19:14,9,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:19:36,2025-03-11 17:19:59,23,M,middle_aged,2025-03-11,17
P_5297,Z_C1,2025-03-11 17:20:34,2025-03-11 17:20:48,14,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:21:04,2025-03-11 17:21:38,34,M,middle_aged,2025-03-11,17
P_5297,Z_C3,2025-03-11 17:22:43,2025-03-11 17:22:58,15,M,middle_aged,2025-03-11,17
P_5297,Z_C3,2025-03-11 17:26:44,2025-03-11 17:27:03,19,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:29:37,2025-03-11 17:30:07,30,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:30:31,2025-03-11 17:30:58,27,M,middle_aged,2025-03-11,17
P_5297,Z_C3,2025-03-11 17:31:29,2025-03-11 17:31:56,27,M,middle_aged,2025-03-11,17
P_5297,Z_C3,2025-03-11 17:32:20,2025-03-11 17:32:50,30,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:33:28,2025-03-11 17:33:39,11,M,middle_aged,2025-03-11,17
P_5297,Z_C1,2025-03-11 17:34:12,2025-03-11 17:34:43,31,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:35:01,2025-03-11 17:35:27,26,M,middle_aged,2025-03-11,17
P_5297,Z_C1,2025-03-11 17:39:42,2025-03-11 17:40:10,28,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:40:28,2025-03-11 17:40:51,23,M,middle_aged,2025-03-11,17
P_5297,Z_C2,2025-03-11 17:40:55,2025-03-11 17:41:27,32,M,middle_aged,2025-03-11,17
P_5297,Z_CK,2025-03-11 17:41:57,2025-03-11 17:44:12,135,M,middle_aged,2025-03-11,17
P_5443,Z_E1,2025-03-11 17:44:05,2025-03-11 17:44:21,16,F,middle_aged,2025-03-11,17
P_5119,Z_S6,2025-03-11 16:42:36,2025-03-11 16:47:26,290,F,middle_aged,2025-03-11,16
P_5119,Z_S6,2025-03-11 16:48:29,2025-03-11 16:50:33,124,F,middle_aged,2025-03-11,16
P_5119,Z_N10,2025-03-11 16:51:03,2025-03-11 16:52:44,161,F,middle_aged,2025-03-11,16
P_5119,Z_S5,2025-03-11 16:54:00,2025-03-11 16:55:57,117,F,middle_aged,2025-03-11,16
P_5119,Z_N10,2025-03-11 16:58:05,2025-03-11 16:59:16,71,F,middle_aged,2025-03-11,16
P_5119,Z_N7,2025-03-11 17:00:40,2025-03-11 17:03:08,148,F,middle_aged,2025-03-11,16
P_5119,Z_S4,2025-03-11 17:04:31,2025-03-11 17:07:36,456,F,middle_aged,2025-03-11,16
P_5119,Z_N7,2025-03-11 17:08:26,2025-03-11 17:09:26,60,F,middle_aged,2025-03-11,16
P_5119,Z_N10,2025-03-11 17:12:22,2025-03-11 17:18:14,1008,F,middle_aged,2025-03-11,16
P_5119,Z_S7,2025-03-11 17:20:03,2025-03-11 17:21:52,109,F,middle_aged,2025-03-11,16
P_5119,Z_N10,2025-03-11 17:23:52,2025-03-11 17:24:56,64,F,middle_aged,2025-03-11,16
P_5119,Z_S7,2025-03-11 17:28:38,2025-03-11 17:31:15,157,F,middle_aged,2025-03-11,16
P_5119,Z_N9,2025-03-11 17:35:21,2025-03-11 17:39:25,244,F,middle_aged,2025-03-11,16
P_5446,Z_E2,2025-03-11 17:44:39,2025-03-11 17:44:50,11,F,teenager,2025-03-11,17
P_5394,Z_N10,2025-03-11 17:35:38,2025-03-11 17:40:00,262,F,middle_aged,2025-03-11,17
P_5433,Z_CK,2025-03-11 17:42:26,2025-03-11 17:45:01,155,M,young_adult,2025-03-11,17
P_5410,Z_N4,2025-03-11 17:37:41,2025-03-11 17:40:15,154,F,adult,2025-03-11,17
P_5405,Z_N7,2025-03-11 17:37:11,2025-03-11 17:40:17,562,M,adult,2025-03-11,17
P_5413,Z_N7,2025-03-11 17:39:01,2025-03-11 17:40:23,82,M,adult,2025-03-11,17
P_5434,Z_E2,2025-03-11 17:45:31,2025-03-11 17:45:43,12,M,young_adult,2025-03-11,17
P_5368,Z_S1,2025-03-11 17:30:29,2025-03-11 17:33:33,184,M,young_adult,2025-03-11,17
P_5368,Z_N4,2025-03-11 17:36:32,2025-03-11 17:40:49,257,M,young_adult,2025-03-11,17
P_5305,Z_N2,2025-03-11 17:19:51,2025-03-11 17:24:41,290,M,teenager,2025-03-11,17
P_5305,Z_N5,2025-03-11 17:28:50,2025-03-11 17:33:32,282,M,teenager,2025-03-11,17
P_5305,Z_N8,2025-03-11 17:36:49,2025-03-11 17:38:02,73,M,teenager,2025-03-11,17
P_5305,Z_N9,2025-03-11 17:39:11,2025-03-11 17:41:20,129,M,teenager,2025-03-11,17
P_5400,Z_C3,2025-03-11 17:35:55,2025-03-11 17:36:14,19,M,teenager,2025-03-11,17
P_5400,Z_C2,2025-03-11 17:38:55,2025-03-11 17:39:04,9,M,teenager,2025-03-11,17
P_5400,Z_C3,2025-03-11 17:39:25,2025-03-11 17:39:51,26,M,teenager,2025-03-11,17
P_5400,Z_C2,2025-03-11 17:41:38,2025-03-11 17:42:05,27,M,teenager,2025-03-11,17
P_5400,Z_C1,2025-03-11 17:42:30,2025-03-11 17:42:43,13,M,teenager,2025-03-11,17
P_5400,Z_C2,2025-03-11 17:43:32,2025-03-11 17:43:54,22,M,teenager,2025-03-11,17
P_5400,Z_C1,2025-03-11 17:44:10,2025-03-11 17:44:22,14,M,teenager,2025-03-11,17
P_5400,Z_CK,2025-03-11 17:44:46,2025-03-11 17:46:21,95,M,teenager,2025-03-11,17
P_5448,Z_E2,2025-03-11 17:46:03,2025-03-11 17:46:22,19,M,adult,2025-03-11,17
P_5231,Z_N1,2025-03-11 17:06:38,2025-03-11 17:07:10,32,M,adult,2025-03-11,17
P_5231,Z_N1,2025-03-11 17:07:26,2025-03-11 17:11:04,218,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:11:53,2025-03-11 17:12:04,11,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:12:23,2025-03-11 17:12:52,29,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:13:13,2025-03-11 17:13:39,26,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:14:24,2025-03-11 17:14:56,32,M,adult,2025-03-11,17
P_5231,Z_C3,2025-03-11 17:15:12,2025-03-11 17:15:37,25,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:16:06,2025-03-11 17:16:21,15,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:16:42,2025-03-11 17:16:59,17,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:21:28,2025-03-11 17:22:01,33,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:22:13,2025-03-11 17:22:31,18,M,adult,2025-03-11,17
P_5231,Z_N1,2025-03-11 17:23:32,2025-03-11 17:27:06,214,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:30:50,2025-03-11 17:31:23,33,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:31:33,2025-03-11 17:31:46,34,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:32:08,2025-03-11 17:32:27,19,M,adult,2025-03-11,17
P_5231,Z_N1,2025-03-11 17:32:59,2025-03-11 17:34:37,98,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:35:33,2025-03-11 17:35:50,55,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:36:17,2025-03-11 17:36:29,35,M,adult,2025-03-11,17
P_5231,Z_C3,2025-03-11 17:36:42,2025-03-11 17:36:50,8,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:37:22,2025-03-11 17:37:40,38,M,adult,2025-03-11,17
P_5231,Z_C3,2025-03-11 17:38:00,2025-03-11 17:38:33,33,M,adult,2025-03-11,17
P_5231,Z_C2,2025-03-11 17:40:38,2025-03-11 17:40:52,55,M,adult,2025-03-11,17
P_5231,Z_C1,2025-03-11 17:41:16,2025-03-11 17:41:36,67,M,adult,2025-03-11,17
P_5231,Z_CK,2025-03-11 17:42:13,2025-03-11 17:46:23,250,M,adult,2025-03-11,17
P_5449,Z_E1,2025-03-11 17:46:16,2025-03-11 17:46:33,17,F,senior,2025-03-11,17
P_5204,Z_S6,2025-03-11 17:00:28,2025-03-11 17:08:01,337,F,adult,2025-03-11,17
P_5204,Z_N10,2025-03-11 17:10:19,2025-03-11 17:14:48,269,F,adult,2025-03-11,17
P_5204,Z_S5,2025-03-11 17:18:11,2025-03-11 17:18:51,40,F,adult,2025-03-11,17
P_5204,Z_S5,2025-03-11 17:20:21,2025-03-11 17:22:12,176,F,adult,2025-03-11,17
P_5204,Z_N5,2025-03-11 17:26:22,2025-03-11 17:27:22,60,F,adult,2025-03-11,17
P_5204,Z_N6,2025-03-11 17:28:15,2025-03-11 17:31:11,176,F,adult,2025-03-11,17
P_5204,Z_N3,2025-03-11 17:33:52,2025-03-11 17:37:26,214,F,adult,2025-03-11,17
P_5204,Z_C3,2025-03-11 17:38:52,2025-03-11 17:39:25,33,F,adult,2025-03-11,17
P_5204,Z_N3,2025-03-11 17:39:56,2025-03-11 17:41:06,70,F,adult,2025-03-11,17
P_5204,Z_C3,2025-03-11 17:41:59,2025-03-11 17:42:30,31,F,adult,2025-03-11,17
P_5204,Z_C2,2025-03-11 17:43:35,2025-03-11 17:43:48,13,F,adult,2025-03-11,17
P_5204,Z_C1,2025-03-11 17:44:00,2025-03-11 17:44:12,12,F,adult,2025-03-11,17
P_5204,Z_CK,2025-03-11 17:44:43,2025-03-11 17:46:46,123,F,adult,2025-03-11,17
